geocode_address	above_high	above_low	time
63 BYRON ST, BULIMBA, BRISBANE	2.1	-1.3	29/01/2013 11:00:00 AM
63 C ROTHERHAM ST, KANGAROOPOINT, BRISBANE	2.8	0.3	29/01/2013 11:00:00 AM
63 COLEBARD ST, ACACIARIDGE, BRISBANE	0.2	-11.4	29/01/2013 9:50:00 AM
63 CONSORT ST, CORINDA, BRISBANE	2.7	-37	29/01/2013 9:15:00 AM
63 D ROTHERHAM ST, KANGAROOPOINT, BRISBANE	2.7	0.4	29/01/2013 11:00:00 AM
63 ESKER ST, PINKENBA, BRISBANE	0.5	-0.1	29/01/2013 11:00:00 AM
63 FACTORY RD, OXLEY, BRISBANE	0.4	-1.4	29/01/2013 9:50:00 AM
63 ILLAWONG WAY, KARANADOWNS, BRISBANE	12.8	-12.7	29/01/2013 7:35:00 PM
63 KOORINGAL DR, JINDALEE, BRISBANE	4	-6.2	29/01/2013 8:45:00 AM
63 LEGEYT ST, WINDSOR, BRISBANE	1.2	-11.6	29/01/2013 11:00:00 AM
63 LONGMAN TCE, CHELMER, BRISBANE	2.1	-4.5	29/01/2013 9:35:00 AM
63 MACARTHUR AVE, HAMILTON, BRISBANE	0.3	-6.9	29/01/2013 11:00:00 AM
63 MANDALAY ST, FIGTREEPOCKET, BRISBANE	5.1	-4.4	29/01/2013 9:15:00 AM
63 MCBRIDE RD, PINKENBA, BRISBANE	0.2	-0.2	29/01/2013 11:00:00 AM
63 MCCONNELL ST, BULIMBA, BRISBANE	0.6	-2.3	29/01/2013 11:00:00 AM
63 MOLONGA TCE, GRACEVILLE, BRISBANE	3.2	-7.8	29/01/2013 9:25:00 AM
63 MT OMMANEY DR, JINDALEE, BRISBANE	3.4	-7.6	29/01/2013 8:45:00 AM
63 NARIEL ST, ALBION, BRISBANE	0.4	-0.5	29/01/2013 11:00:00 AM
63 SHERWOOD RD, ROCKLEA, BRISBANE	0.3	-2.8	29/01/2013 9:50:00 AM
63 VIVIAN ST, TENNYSON, BRISBANE	4.5	-4.8	29/01/2013 9:50:00 AM
63 WELSBY ST, NEWFARM, BRISBANE	0.2	-0.4	29/01/2013 11:00:00 AM
63 WENDOUREE CRES, WESTLAKE, BRISBANE	5.5	-6.8	29/01/2013 7:40:00 AM
63 WILLIAM PDE, FAIRFIELD, BRISBANE	0.4	-2.3	29/01/2013 10:10:00 AM
630 JESMOND RD, FIGTREEPOCKET, BRISBANE	4.9	-13.2	29/01/2013 9:25:00 AM
634 JESMOND RD, FIGTREEPOCKET, BRISBANE	3.8	-12.6	29/01/2013 9:20:00 AM
635 A MACARTHUR AVE, PINKENBA, BRISBANE	2.3	0.9	29/01/2013 11:00:00 AM
635 B MACARTHUR AVE, PINKENBA, BRISBANE	2.3	0.1	29/01/2013 11:00:00 AM
635 MACARTHUR AVE, PINKENBA, BRISBANE	1.5	-8.7	29/01/2013 11:00:00 AM
64 A BOWEN BRIDGE RD, HERSTON, BRISBANE	0.5	0.1	29/01/2013 11:00:00 AM
64 BAYFORD ST, OXLEY, BRISBANE	1.7	-3.7	29/01/2013 9:50:00 AM
64 BOWEN BRIDGE RD, HERSTON, BRISBANE	2.1	-1.6	29/01/2013 11:00:00 AM
64 BRENTNALL ST, NORMANPARK, BRISBANE	0	-1.2	29/01/2013 11:00:00 AM
64 CAMBRIDGE ST, COORPAROO, BRISBANE	0.2	-1.6	29/01/2013 11:00:00 AM
64 CARTWRIGHT ST, WINDSOR, BRISBANE	0.3	-0.6	29/01/2013 11:00:00 AM
64 CLARENDON ST, EASTBRISBANE, BRISBANE	0.4	-1.2	29/01/2013 11:00:00 AM
64 DICKENS ST, NORMANPARK, BRISBANE	0.3	-3	29/01/2013 11:00:00 AM
64 EAGLE FARM RD, PINKENBA, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM
64 ESKER ST, PINKENBA, BRISBANE	0.5	0.1	29/01/2013 11:00:00 AM
64 FISHER ST, EASTBRISBANE, BRISBANE	0.6	-0.2	29/01/2013 11:00:00 AM
64 HYDE RD, YERONGA, BRISBANE	0.4	-1.7	29/01/2013 10:10:00 AM
64 JAMIESON ST, BULIMBA, BRISBANE	0.4	-0.1	29/01/2013 11:00:00 AM
64 JELLICOE ST, COORPAROO, BRISBANE	0.4	-0.9	29/01/2013 11:00:00 AM
64 LEYBOURNE ST, CHELMER, BRISBANE	0.2	-1.4	29/01/2013 9:40:00 AM
64 MCBRIDE RD, PINKENBA, BRISBANE	0.2	-0.3	29/01/2013 11:00:00 AM
64 QUAY ST, BULIMBA, BRISBANE	0.9	-2.4	29/01/2013 11:00:00 AM
64 ROME ST, COORPAROO, BRISBANE	1.4	-1.9	29/01/2013 11:00:00 AM
64 ROSEBERY TCE, CHELMER, BRISBANE	1.4	-6.9	29/01/2013 9:40:00 AM
64 SMALLMAN ST, BULIMBA, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM
64 STUART ST, BULIMBA, BRISBANE	0.4	-0.1	29/01/2013 11:00:00 AM
64 TAYLOR ST, BULIMBA, BRISBANE	0.3	-0.5	29/01/2013 11:00:00 AM
64 THIESFIELD ST, FIGTREEPOCKET, BRISBANE	4.7	-8.9	29/01/2013 9:25:00 AM
64 THORN ST, KANGAROOPOINT, BRISBANE	0.1	-12	29/01/2013 11:00:00 AM
64 WELSBY ST, NEWFARM, BRISBANE	0.1	-0.5	29/01/2013 11:00:00 AM
642 JESMOND RD, FIGTREEPOCKET, BRISBANE	5	-13.9	29/01/2013 9:20:00 AM
645 BEATTY RD, ACACIARIDGE, BRISBANE	1.8	-7.2	29/01/2013 9:50:00 AM
648 MOGGILL RD, INDOOROOPILLY, BRISBANE	0.4	-7	29/01/2013 9:35:00 AM
65 ASHBY ST, FAIRFIELD, BRISBANE	1.2	-1	29/01/2013 10:15:00 AM
65 ASHFIELD ST, EASTBRISBANE, BRISBANE	0.4	-2.3	29/01/2013 11:00:00 AM
65 ATKINSON DR, KARANADOWNS, BRISBANE	13.4	-12.9	29/01/2013 8:40:00 PM
65 BANNERMAN ST, OXLEY, BRISBANE	1.5	-5.6	29/01/2013 9:50:00 AM
65 BILLAN ST, CARINA, BRISBANE	1	-0.9	29/01/2013 11:00:00 AM
65 BRISBANE CSO, FAIRFIELD, BRISBANE	1.4	-3.2	29/01/2013 10:15:00 AM
65 BURLINGTON ST, EASTBRISBANE, BRISBANE	0.3	-2.6	29/01/2013 11:00:00 AM
65 CARNEGIE ST, WESTLAKE, BRISBANE	0.4	-8.9	29/01/2013 7:50:00 AM
65 ESKER ST, PINKENBA, BRISBANE	0.5	0	29/01/2013 11:00:00 AM
65 GARDENS POINT RD, BRISBANECITY, BRISBANE	0.8	-2.4	29/01/2013 10:55:00 AM
65 ILLAWONG WAY, KARANADOWNS, BRISBANE	10.8	-12.4	29/01/2013 7:35:00 PM
65 JAMIESON ST, BULIMBA, BRISBANE	0.2	-0.8	29/01/2013 11:00:00 AM
65 JOSLING ST, TOOWONG, BRISBANE	0.2	-1.7	29/01/2013 10:30:00 AM
65 KENDALL ST, OXLEY, BRISBANE	3.6	-2.1	29/01/2013 9:50:00 AM
65 KOORINGAL DR, JINDALEE, BRISBANE	4.1	-6	29/01/2013 8:45:00 AM
65 LANG PDE, AUCHENFLOWER, BRISBANE	1.3	-3.8	29/01/2013 10:40:00 AM
65 LATHER RD, BELLBOWRIE, BRISBANE	4	-15.2	29/01/2013 6:50:00 AM
65 LINKS AVE, HAMILTON, BRISBANE	0.5	-1.8	29/01/2013 11:00:00 AM
65 LONGLANDS ST, EASTBRISBANE, BRISBANE	0.3	-4.1	29/01/2013 11:00:00 AM
65 LONGMAN TCE, CHELMER, BRISBANE	4.1	-4.5	29/01/2013 9:35:00 AM
65 MCCONNELL ST, BULIMBA, BRISBANE	0.4	-1.6	29/01/2013 11:00:00 AM
65 MORAY ST, NEWFARM, BRISBANE	2.3	-18.2	29/01/2013 11:00:00 AM
65 MT OMMANEY DR, JINDALEE, BRISBANE	3.2	-7.6	29/01/2013 8:45:00 AM
65 ROSECLIFFE ST, HIGHGATEHILL, BRISBANE	3.1	-20.6	29/01/2013 10:20:00 AM
65 SALISBURY ST, WOOLLOONGABBA, BRISBANE	0.1	-1	29/01/2013 11:00:00 AM
65 SANDGATE RD, ALBION, BRISBANE	0.5	-0.7	29/01/2013 11:00:00 AM
65 SANDMERE RD, PINKENBA, BRISBANE	1.6	-0.9	29/01/2013 11:00:00 AM
65 SMALLMAN ST, BULIMBA, BRISBANE	0.4	-0.1	29/01/2013 11:00:00 AM
65 SYLVAN RD, TOOWONG, BRISBANE	1.1	-16.6	29/01/2013 10:35:00 AM
65 WELSBY ST, NEWFARM, BRISBANE	0.4	-0.2	29/01/2013 11:00:00 AM
650 WICKHAM ST, FORTITUDEVALLEY, BRISBANE	1.6	-1.8	29/01/2013 11:00:00 AM
655 BEAUDESERT RD, ROCKLEA, BRISBANE	2.9	-0.2	29/01/2013 9:50:00 AM
655 MACARTHUR AVE, PINKENBA, BRISBANE	2.3	-2.5	29/01/2013 11:00:00 AM
66 BLACKMORE ST, WINDSOR, BRISBANE	0	-0.4	29/01/2013 11:00:00 AM
66 BOUNDARY ST, TINGALPA, BRISBANE	0.3	-1	29/01/2013 11:00:00 AM
66 BOWEN ST, WINDSOR, BRISBANE	0.2	-0.5	29/01/2013 11:00:00 AM
66 CLARENDON ST, EASTBRISBANE, BRISBANE	0.5	-1.6	29/01/2013 11:00:00 AM
66 COLWEL ST, OXLEY, BRISBANE	3	-1.1	29/01/2013 9:50:00 AM
66 CULLEN AVE, EAGLEFARM, BRISBANE	0.6	-3.5	29/01/2013 11:00:00 AM
66 DIDSBURY ST, EASTBRISBANE, BRISBANE	1.2	-0.9	29/01/2013 11:00:00 AM
66 EAGLE FARM RD, PINKENBA, BRISBANE	0.3	-0.2	29/01/2013 11:00:00 AM
66 ESKER ST, PINKENBA, BRISBANE	0.4	0	29/01/2013 11:00:00 AM
66 FOLEY RD, HEMMANT, BRISBANE	1.3	-0.5	29/01/2013 11:00:00 AM
66 HALL ST, SHERWOOD, BRISBANE	1.5	0.6	29/01/2013 9:50:00 AM
66 HUGH ST, PINKENBA, BRISBANE	0.3	-2.9	29/01/2013 11:00:00 AM
66 HYDE RD, YERONGA, BRISBANE	0.2	-0.9	29/01/2013 10:10:00 AM
66 INSKIP ST, ROCKLEA, BRISBANE	0.3	-1.4	29/01/2013 9:50:00 AM
66 JELLICOE ST, COORPAROO, BRISBANE	0.5	-0.7	29/01/2013 11:00:00 AM
66 LAMINGTON ST, NEWFARM, BRISBANE	0.4	-2.8	29/01/2013 11:00:00 AM
66 LATHER RD, BELLBOWRIE, BRISBANE	5.9	-11	29/01/2013 7:15:00 AM
66 QUAY ST, BULIMBA, BRISBANE	0.9	-2.4	29/01/2013 11:00:00 AM
66 SERPENTINE RD, PINKENBA, BRISBANE	0.4	0	29/01/2013 11:00:00 AM
66 SMALLMAN ST, BULIMBA, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM
66 TAYLOR ST, BULIMBA, BRISBANE	0.3	-0.4	29/01/2013 11:00:00 AM
66 VICTORIA ST, WINDSOR, BRISBANE	0.1	-0.3	29/01/2013 11:00:00 AM
66 WELSBY ST, NEWFARM, BRISBANE	0.1	-0.6	29/01/2013 11:00:00 AM
66 WYNNUM RD, NORMANPARK, BRISBANE	1.4	-7.3	29/01/2013 11:00:00 AM
66 YERONGA ST, YERONGA, BRISBANE	1.8	-12.2	29/01/2013 9:55:00 AM
664 LAKE MANCHESTER RD, KHOLO, BRISBANE	4.1	-24.7	30/01/2013 1:50:00 AM
667 LAKE MANCHESTER RD, LAKEMANCHESTER, BRISBANE	1.4	-42.7	30/01/2013 1:50:00 AM
669 LAKE MANCHESTER RD, LAKEMANCHESTER, BRISBANE	4.8	-12.1	30/01/2013 1:50:00 AM
67 A BOWEN BRIDGE RD, BOWENHILLS, BRISBANE	1.1	-0.8	29/01/2013 11:00:00 AM
67 A CAMPBELL ST, BOWENHILLS, BRISBANE	2.5	-7.9	29/01/2013 11:00:00 AM
67 A THOMAS ST, SHERWOOD, BRISBANE	0.5	-4	29/01/2013 9:50:00 AM
67 ASHFIELD ST, EASTBRISBANE, BRISBANE	0.6	-2.4	29/01/2013 11:00:00 AM
67 ATKINSON DR, KARANADOWNS, BRISBANE	11.5	-12.9	29/01/2013 8:40:00 PM
67 B CAMPBELL ST, BOWENHILLS, BRISBANE	2.5	-2.6	29/01/2013 11:00:00 AM
67 B LOVE ST, BULIMBA, BRISBANE	2.3	1.1	29/01/2013 11:00:00 AM
67 B THOMAS ST, SHERWOOD, BRISBANE	1.2	-3.8	29/01/2013 9:50:00 AM
67 BANCROFT RD, PINKENBA, BRISBANE	0.2	-1	29/01/2013 11:00:00 AM
67 BANNERMAN ST, OXLEY, BRISBANE	1.5	-5.1	29/01/2013 9:50:00 AM
67 BILLAGALL DR, KARANADOWNS, BRISBANE	11.3	-43.1	29/01/2013 1:50:00 PM
67 BOWEN BRIDGE RD, BOWENHILLS, BRISBANE	0.3	-1.9	29/01/2013 11:00:00 AM
67 BOWEN ST, WINDSOR, BRISBANE	0	-0.6	29/01/2013 11:00:00 AM
67 C CAMPBELL ST, BOWENHILLS, BRISBANE	2.5	-2.7	29/01/2013 11:00:00 AM
67 CASTLEMAINE ST, MILTON, BRISBANE	0.3	-2.1	29/01/2013 10:40:00 AM
67 D CAMPBELL ST, BOWENHILLS, BRISBANE	2.1	-2.7	29/01/2013 11:00:00 AM
67 E CAMPBELL ST, BOWENHILLS, BRISBANE	2.4	-2	29/01/2013 11:00:00 AM
67 ELLIOTT ST, HAWTHORNE, BRISBANE	0	-0.9	29/01/2013 11:00:00 AM
67 F CAMPBELL ST, BOWENHILLS, BRISBANE	2.5	-0.4	29/01/2013 11:00:00 AM
67 GLADSTONE ST, COORPAROO, BRISBANE	0.2	-1.8	29/01/2013 11:00:00 AM
67 ILLAWONG WAY, KARANADOWNS, BRISBANE	10.3	-12.1	29/01/2013 7:35:00 PM
67 INSKIP ST, ROCKLEA, BRISBANE	0.4	-0.7	29/01/2013 9:50:00 AM
67 KOORINGAL DR, JINDALEE, BRISBANE	5.1	-6.1	29/01/2013 8:45:00 AM
67 LEGEYT ST, WINDSOR, BRISBANE	1.2	-11.6	29/01/2013 11:00:00 AM
67 LINCOLN ST, GREENSLOPES, BRISBANE	1.1	-6.4	29/01/2013 11:00:00 AM
67 LONGLANDS ST, EASTBRISBANE, BRISBANE	0.6	-3.4	29/01/2013 11:00:00 AM
67 MCBRIDE RD, PINKENBA, BRISBANE	0.2	-1	29/01/2013 11:00:00 AM
67 MCCONNELL ST, BULIMBA, BRISBANE	1.6	-1.6	29/01/2013 11:00:00 AM
67 MOLONGA TCE, GRACEVILLE, BRISBANE	4	-7.7	29/01/2013 9:25:00 AM
67 MT OMMANEY DR, JINDALEE, BRISBANE	3.3	-7.8	29/01/2013 8:45:00 AM
67 SALISBURY ST, WOOLLOONGABBA, BRISBANE	0.1	-1.1	29/01/2013 11:00:00 AM
67 SCENIC RD, KENMORE, BRISBANE	4.2	-14.1	29/01/2013 8:15:00 AM
67 STEVENS ST, YERONGA, BRISBANE	3.4	-7	29/01/2013 9:50:00 AM
67 VIOLET ST, HEMMANT, BRISBANE	1.9	-0.4	29/01/2013 11:00:00 AM
67 WASHINGTON AVE, TINGALPA, BRISBANE	0.2	-1.8	29/01/2013 11:00:00 AM
67 WENDOUREE CRES, WESTLAKE, BRISBANE	5.7	-6.4	29/01/2013 7:40:00 AM
67 WOLSTON RD, SUMNER, BRISBANE	0	-6.5	29/01/2013 6:15:00 AM
670 BEAUDESERT RD, ROCKLEA, BRISBANE	2.5	-1.8	29/01/2013 9:50:00 AM
671 BEAUDESERT RD, ROCKLEA, BRISBANE	3.1	-0.4	29/01/2013 9:50:00 AM
672 BEAUDESERT RD, ROCKLEA, BRISBANE	0.5	-1.4	29/01/2013 9:50:00 AM
675 MACARTHUR AVE, PINKENBA, BRISBANE	1.2	-2.5	29/01/2013 11:00:00 AM
679 BEAUDESERT RD, ROCKLEA, BRISBANE	2.9	-2.3	29/01/2013 9:50:00 AM
68  STUART ST, BULIMBA, BRISBANE	0.1	-0.1	29/01/2013 11:00:00 AM
68  STUART ST, BULIMBA, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM
68  STUART ST, BULIMBA, BRISBANE	0.2	0	29/01/2013 11:00:00 AM
68 BARNES AVE, COORPAROO, BRISBANE	0.3	-1.1	29/01/2013 11:00:00 AM
68 BAYFORD ST, OXLEY, BRISBANE	1.2	-2.9	29/01/2013 9:50:00 AM
68 BLACKMORE ST, WINDSOR, BRISBANE	0.1	-0.4	29/01/2013 11:00:00 AM
68 BOWEN BRIDGE RD, HERSTON, BRISBANE	2	-1.9	29/01/2013 11:00:00 AM
68 BROWNLEE ST, PINKENBA, BRISBANE	0.4	-5.9	29/01/2013 11:00:00 AM
68 CAMBRIDGE ST, COORPAROO, BRISBANE	0	-1.6	29/01/2013 11:00:00 AM
68 CARTWRIGHT ST, WINDSOR, BRISBANE	0.5	-0.4	29/01/2013 11:00:00 AM
68 CLARENDON ST, EASTBRISBANE, BRISBANE	0.4	-2.2	29/01/2013 11:00:00 AM
68 DICKENS ST, NORMANPARK, BRISBANE	0.1	-2.6	29/01/2013 11:00:00 AM
68 ESKER ST, PINKENBA, BRISBANE	0.5	0.1	29/01/2013 11:00:00 AM
68 GOSPORT ST, HEMMANT, BRISBANE	0.1	-2.7	29/01/2013 11:00:00 AM
68 GRAY AVE, CORINDA, BRISBANE	3.9	-10.6	29/01/2013 9:50:00 AM
68 HAIG RD, AUCHENFLOWER, BRISBANE	1.1	-1.6	29/01/2013 10:40:00 AM
68 HILL END TCE, WESTEND, BRISBANE	3.6	-5.1	29/01/2013 10:30:00 AM
68 JILBA ST, INDOOROOPILLY, BRISBANE	4.3	-22.5	29/01/2013 9:30:00 AM
68 LATHER RD, BELLBOWRIE, BRISBANE	5.9	-12	29/01/2013 7:15:00 AM
68 LEYBOURNE ST, CHELMER, BRISBANE	0.1	-0.9	29/01/2013 9:40:00 AM
68 MCBRIDE RD, PINKENBA, BRISBANE	0.2	-0.2	29/01/2013 11:00:00 AM
68 MOLONGA TCE, GRACEVILLE, BRISBANE	2.4	-15.2	29/01/2013 9:25:00 AM
68 NORBURY ST, COOPERSPLAINS, BRISBANE	1.6	-6	29/01/2013 9:50:00 AM
68 RAGNOR RD, HEMMANT, BRISBANE	0.5	-0.4	29/01/2013 11:00:00 AM
68 ROSEBERY TCE, CHELMER, BRISBANE	1	-6.1	29/01/2013 9:40:00 AM
68 STUART ST, BULIMBA, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM
68 VICTORIA ST, WINDSOR, BRISBANE	0.1	-0.4	29/01/2013 11:00:00 AM
68 WELSBY ST, NEWFARM, BRISBANE	0.2	-0.8	29/01/2013 11:00:00 AM
680 A JESMOND RD, FIGTREEPOCKET, BRISBANE	4.9	-10.2	29/01/2013 9:20:00 AM
681 FAIRFIELD RD, YEERONGPILLY, BRISBANE	0.9	-7.8	29/01/2013 9:50:00 AM
684 BEAUDESERT RD, ROCKLEA, BRISBANE	2.1	-1.7	29/01/2013 9:50:00 AM
684 JESMOND RD, FIGTREEPOCKET, BRISBANE	4.6	-16	29/01/2013 9:20:00 AM
684 KHOLO RD, KHOLO, BRISBANE	13.6	-68.2	30/01/2013 2:20:00 AM
69  LANG PDE, AUCHENFLOWER, BRISBANE	0.6	0.2	29/01/2013 10:40:00 AM
69 A BLACKMORE ST, WINDSOR, BRISBANE	0.4	-1.3	29/01/2013 11:00:00 AM
69 A NALYA CRES, KARANADOWNS, BRISBANE	4	-10.3	29/01/2013 3:10:00 PM
69 ALICE ST, BRISBANECITY, BRISBANE	0.9	-11.6	29/01/2013 10:50:00 AM
69 ASHFIELD ST, EASTBRISBANE, BRISBANE	0.5	-2	29/01/2013 11:00:00 AM
69 ATKINSON DR, KARANADOWNS, BRISBANE	10.8	-12.8	29/01/2013 8:40:00 PM
69 BANNERMAN ST, OXLEY, BRISBANE	1.4	-4.5	29/01/2013 9:50:00 AM
69 BOWEN ST, WINDSOR, BRISBANE	0	-0.4	29/01/2013 11:00:00 AM
69 BYRON ST, BULIMBA, BRISBANE	0.2	-1.1	29/01/2013 11:00:00 AM
69 CAMBRIDGE ST, ROCKLEA, BRISBANE	0.7	-2.2	29/01/2013 9:50:00 AM
69 ESKER ST, PINKENBA, BRISBANE	0.4	0.2	29/01/2013 11:00:00 AM
69 GRINDLE RD, ROCKLEA, BRISBANE	3.7	-4.2	29/01/2013 9:50:00 AM
69 ILLAWONG WAY, KARANADOWNS, BRISBANE	9.8	-12.7	29/01/2013 7:35:00 PM
69 KING ARTHUR TCE, TENNYSON, BRISBANE	0.6	-12.2	29/01/2013 9:50:00 AM
69 KOORINGAL DR, JINDALEE, BRISBANE	4	-6.1	29/01/2013 8:45:00 AM
69 LANDING PL, MOGGILL, BRISBANE	1.2	-9.6	29/01/2013 3:30:00 AM
69 LANG PDE, AUCHENFLOWER, BRISBANE	0.9	-0.4	29/01/2013 10:40:00 AM
69 LATHER RD, BELLBOWRIE, BRISBANE	6.2	-14.4	29/01/2013 6:50:00 AM
69 LEGEYT ST, WINDSOR, BRISBANE	0	-0.8	29/01/2013 11:00:00 AM
69 LONGLANDS ST, EASTBRISBANE, BRISBANE	0.7	-2.6	29/01/2013 11:00:00 AM
69 MCDONALD RD, WINDSOR, BRISBANE	0	-1.1	29/01/2013 11:00:00 AM
69 MELBOURNE ST, ROCKLEA, BRISBANE	2.6	-1.4	29/01/2013 9:50:00 AM
69 METROPLEX AVE, MURARRIE, BRISBANE	2.2	-4.5	29/01/2013 11:00:00 AM
69 MORAY ST, NEWFARM, BRISBANE	2	-18.5	29/01/2013 11:00:00 AM
69 MT OMMANEY DR, JINDALEE, BRISBANE	3.4	-7.9	29/01/2013 8:45:00 AM
69 RIVERGATE PL, MURARRIE, BRISBANE	1	-7.6	29/01/2013 11:00:00 AM
69 SMALLMAN ST, BULIMBA, BRISBANE	0.4	-0.1	29/01/2013 11:00:00 AM
69 STRICKLAND TCE, GRACEVILLE, BRISBANE	1.8	-6.9	29/01/2013 9:50:00 AM
69 TINGIRA ST, PINKENBA, BRISBANE	1	-2.1	29/01/2013 11:00:00 AM
69 TOMKINS RD, RIVERHILLS, BRISBANE	6.8	-37.1	29/01/2013 6:15:00 AM
69 TRAMORE ST, ROCKLEA, BRISBANE	0.1	-1.6	29/01/2013 9:50:00 AM
690 BEAUDESERT RD, ROCKLEA, BRISBANE	2.2	-5.2	29/01/2013 9:50:00 AM
7  GRIMES ST, AUCHENFLOWER, BRISBANE	0.1	-1.1	29/01/2013 10:40:00 AM
7  LAND ST, TOOWONG, BRISBANE	0.4	-1.5	29/01/2013 10:35:00 AM
7  LAND ST, TOOWONG, BRISBANE	0.7	-0.3	29/01/2013 10:35:00 AM
7 A EARLE ST, WINDSOR, BRISBANE	1.8	-3.7	29/01/2013 11:00:00 AM
7 A PORT DR, PORTOFBRISBANE, BRISBANE	2.1	-3.1	29/01/2013 11:00:00 AM
7 ADDISON ST, WINDSOR, BRISBANE	2.5	-0.3	29/01/2013 11:00:00 AM
7 ALBANY ST, WINDSOR, BRISBANE	0.4	-0.2	29/01/2013 11:00:00 AM
7 ALBION ST, WOOLLOONGABBA, BRISBANE	0.1	-2.4	29/01/2013 11:00:00 AM
7 ALFORD ST, NEWFARM, BRISBANE	0.1	0	29/01/2013 11:00:00 AM
7 ALGAR ST, WINDSOR, BRISBANE	0.5	-1.7	29/01/2013 11:00:00 AM
7 AVEBURY ST, WESTEND, BRISBANE	0.7	-3.8	29/01/2013 10:25:00 AM
7 B EARLE ST, WINDSOR, BRISBANE	1.8	-3.8	29/01/2013 11:00:00 AM
7 B PORT DR, PORTOFBRISBANE, BRISBANE	2.1	-6.7	29/01/2013 11:00:00 AM
7 BAYSWATER ST, PADDINGTON, BRISBANE	0.2	-2.6	29/01/2013 10:40:00 AM
7 BEVIS ST, BULIMBA, BRISBANE	0.5	-0.5	29/01/2013 11:00:00 AM
7 BOUNDARY RD, INDOOROOPILLY, BRISBANE	0.4	-1.6	29/01/2013 9:35:00 AM
7 C EARLE ST, WINDSOR, BRISBANE	1.3	-3.4	29/01/2013 11:00:00 AM
7 C PORT DR, PORTOFBRISBANE, BRISBANE	1.7	-1.1	29/01/2013 11:00:00 AM
7 CAMFORD ST, MILTON, BRISBANE	0.1	-2.3	29/01/2013 10:40:00 AM
7 CHORLTON ST, EASTBRISBANE, BRISBANE	0	-4.7	29/01/2013 11:00:00 AM
7 CORELLA ST, ROCKLEA, BRISBANE	0.1	-0.5	29/01/2013 9:50:00 AM
7 CRESWELL ST, NEWSTEAD, BRISBANE	1	0.1	29/01/2013 11:00:00 AM
7 CULLEN ST, WINDSOR, BRISBANE	0.3	-0.3	29/01/2013 11:00:00 AM
7 D PORT DR, PORTOFBRISBANE, BRISBANE	2.1	-3.3	29/01/2013 11:00:00 AM
7 DONALDSON ST, NORMANPARK, BRISBANE	0.4	-1.2	29/01/2013 11:00:00 AM
7 E PORT DR, PORTOFBRISBANE, BRISBANE	1.9	-1.7	29/01/2013 11:00:00 AM
7 EARLE ST, WINDSOR, BRISBANE	2.2	-3.9	29/01/2013 11:00:00 AM
7 EDMOND ST, COORPAROO, BRISBANE	0.2	-6.1	29/01/2013 11:00:00 AM
7 GARTRELL ST, ALBION, BRISBANE	0.5	-0.3	29/01/2013 11:00:00 AM
7 GRIMES ST, AUCHENFLOWER, BRISBANE	0.6	-2.2	29/01/2013 10:40:00 AM
7 HEMMANT-TINGALPA RD, HEMMANT, BRISBANE	0.3	-1.5	29/01/2013 11:00:00 AM
7 HEUSSLER TCE, MILTON, BRISBANE	0.4	-1.2	29/01/2013 10:40:00 AM
7 HUTCHESON ST, ALBION, BRISBANE	0.6	-0.2	29/01/2013 11:00:00 AM
7 HUXHAM TCE, AUCHENFLOWER, BRISBANE	1.2	-3	29/01/2013 10:40:00 AM
7 IVY ST, INDOOROOPILLY, BRISBANE	0.8	-13.1	29/01/2013 9:40:00 AM
7 JOHNSTONE ST, SHERWOOD, BRISBANE	1.6	-0.7	29/01/2013 9:50:00 AM
7 KANGALOON ST, JINDALEE, BRISBANE	0	-5.7	29/01/2013 8:45:00 AM
7 KYNUNA CT, KARANADOWNS, BRISBANE	11.4	-23.9	29/01/2013 6:15:00 PM
7 LAIDLAW PDE, EASTBRISBANE, BRISBANE	0.1	-9	29/01/2013 11:00:00 AM
7 LONDOR CL, HEMMANT, BRISBANE	0.2	-1	29/01/2013 11:00:00 AM
7 LONG ST, GRACEVILLE, BRISBANE	2.9	-8.6	29/01/2013 9:25:00 AM
7 MACINTOSH ST, AUCHENFLOWER, BRISBANE	0.5	-1.3	29/01/2013 10:40:00 AM
7 MARIGOLD ST, HEMMANT, BRISBANE	0.2	-0.2	29/01/2013 11:00:00 AM
7 MAURICE ST, WINDSOR, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM
7 MCCONNELL ST, BULIMBA, BRISBANE	1.3	-1.1	29/01/2013 11:00:00 AM
7 MOOLABIN CRES, YEERONGPILLY, BRISBANE	0.2	-2.2	29/01/2013 9:50:00 AM
7 ORSOVA ST, PINKENBA, BRISBANE	0.3	-0.5	29/01/2013 11:00:00 AM
7 PARK AVE, AUCHENFLOWER, BRISBANE	1.1	-4	29/01/2013 10:35:00 AM
7 PARK RD, YERONGA, BRISBANE	0.6	-0.1	29/01/2013 10:10:00 AM
7 RAMSAY RD, HEMMANT, BRISBANE	0.1	-0.1	29/01/2013 11:00:00 AM
7 REACH PL, BULIMBA, BRISBANE	0.1	-0.9	29/01/2013 11:00:00 AM
