geocode_address	above_high	above_low	time
56 THOMAS MACLEOD AVE, SINNAMONPARK, BRISBANE	4.7	-3.8	29/01/2013 9:05:00 AM
56 VIOLET ST, HEMMANT, BRISBANE	0	-0.3	29/01/2013 11:00:00 AM
56 WELSBY ST, NEWFARM, BRISBANE	0.1	-0.3	29/01/2013 11:00:00 AM
56 WENDELL ST, NORMANPARK, BRISBANE	0.4	-5.5	29/01/2013 11:00:00 AM
56 WILLIAM PDE, FAIRFIELD, BRISBANE	0	-1.2	29/01/2013 10:10:00 AM
561 HEMMANT-TINGALPA RD, TINGALPA, BRISBANE	0.4	-14	29/01/2013 11:00:00 AM
566 CORONATION DR, TOOWONG, BRISBANE	2.9	-3.1	29/01/2013 10:35:00 AM
566 LOWER BOWEN TCE, NEWFARM, BRISBANE	0.6	-0.7	29/01/2013 11:00:00 AM
568 LOWER BOWEN TCE, NEWFARM, BRISBANE	0.6	-0.8	29/01/2013 11:00:00 AM
57 A GILLAN ST, NORMANPARK, BRISBANE	0.6	-0.3	29/01/2013 11:00:00 AM
57 A GLADSTONE ST, COORPAROO, BRISBANE	0.5	-0.7	29/01/2013 11:00:00 AM
57 A NEWSTEAD TCE, NEWSTEAD, BRISBANE	2.2	-1.3	29/01/2013 11:00:00 AM
57 ADDISON AVE, BULIMBA, BRISBANE	1.3	-1.9	29/01/2013 11:00:00 AM
57 ASHFIELD ST, EASTBRISBANE, BRISBANE	0.4	-1.2	29/01/2013 11:00:00 AM
57 ATKINSON DR, KARANADOWNS, BRISBANE	10.5	-12.4	29/01/2013 8:55:00 PM
57 BILLAGALL DR, KARANADOWNS, BRISBANE	11.4	-39.1	29/01/2013 2:25:00 PM
57 CAMPBELL ST, BOWENHILLS, BRISBANE	2.6	-4.3	29/01/2013 11:00:00 AM
57 CARBEEN ST, BULIMBA, BRISBANE	0	-0.5	29/01/2013 11:00:00 AM
57 CURZON ST, TENNYSON, BRISBANE	4	-2.8	29/01/2013 9:50:00 AM
57 DERWENT PL, RIVERHILLS, BRISBANE	6.3	-14	29/01/2013 6:45:00 AM
57 DEWAR TCE, SHERWOOD, BRISBANE	5	-21.4	29/01/2013 9:20:00 AM
57 ELLIOTT ST, HAWTHORNE, BRISBANE	0.1	-0.2	29/01/2013 11:00:00 AM
57 GILLAN ST, NORMANPARK, BRISBANE	0.1	-0.5	29/01/2013 11:00:00 AM
57 GLADSTONE ST, COORPAROO, BRISBANE	0.2	-0.6	29/01/2013 11:00:00 AM
57 HOPPER ST, PINKENBA, BRISBANE	0.4	0	29/01/2013 11:00:00 AM
57 ILLAWONG WAY, KARANADOWNS, BRISBANE	13.2	-12.5	29/01/2013 7:55:00 PM
57 KANANGRA CL, KARANADOWNS, BRISBANE	0.6	-11.9	29/01/2013 2:25:00 PM
57 KING ARTHUR TCE, TENNYSON, BRISBANE	2.9	-11.4	29/01/2013 9:50:00 AM
57 KINTYRE ST, BROOKFIELD, BRISBANE	0.2	-26	29/01/2013 8:15:00 AM
57 KOORINGAL DR, JINDALEE, BRISBANE	3	-6.1	29/01/2013 8:45:00 AM
57 MANTON ST, MORNINGSIDE, BRISBANE	2.1	-1.4	29/01/2013 11:00:00 AM
57 MCCONNELL ST, BULIMBA, BRISBANE	0.8	-1.9	29/01/2013 11:00:00 AM
57 MT OMMANEY DR, JINDALEE, BRISBANE	1.8	-7.5	29/01/2013 8:45:00 AM
57 NARIEL ST, ALBION, BRISBANE	0.3	0	29/01/2013 11:00:00 AM
57 NEWSTEAD TCE, NEWSTEAD, BRISBANE	0	-4	29/01/2013 11:00:00 AM
57 RAGNOR RD, HEMMANT, BRISBANE	1.3	-0.8	29/01/2013 11:00:00 AM
57 RIVERSLEIGH RD, BELLBOWRIE, BRISBANE	1.4	-17	29/01/2013 7:15:00 AM
57 ROSECLIFFE ST, HIGHGATEHILL, BRISBANE	3.9	-21.3	29/01/2013 10:20:00 AM
57 SANDFORD ST, STLUCIA, BRISBANE	0.4	-2.7	29/01/2013 10:30:00 AM
57 SKYRING TCE, NEWSTEAD, BRISBANE	2	-2.7	29/01/2013 11:00:00 AM
57 STRICKLAND TCE, SHERWOOD, BRISBANE	1.9	-1.9	29/01/2013 9:50:00 AM
57 SUTTON ST, CHELMER, BRISBANE	2.5	-4.2	29/01/2013 9:30:00 AM
57 UNWIN ST, PINKENBA, BRISBANE	0.6	-1	29/01/2013 11:00:00 AM
57 VICTORIA ST, WINDSOR, BRISBANE	0.2	-1.1	29/01/2013 11:00:00 AM
57 VIOLET ST, HEMMANT, BRISBANE	0	-0.4	29/01/2013 11:00:00 AM
57 WELSBY ST, NEWFARM, BRISBANE	0.3	-0.4	29/01/2013 11:00:00 AM
570 CORONATION DR, TOOWONG, BRISBANE	0.6	-3.7	29/01/2013 10:35:00 AM
570 LOWER BOWEN TCE, NEWFARM, BRISBANE	0.5	-1	29/01/2013 11:00:00 AM
570 MT CROSBY RD, MOUNTCROSBY, BRISBANE	14.2	-30.7	29/01/2013 10:30:00 PM
573 HEMMANT-TINGALPA RD, TINGALPA, BRISBANE	0.4	-8.5	29/01/2013 11:00:00 AM
574 LOWER BOWEN TCE, NEWFARM, BRISBANE	0.6	-1.2	29/01/2013 11:00:00 AM
576 CORONATION DR, TOOWONG, BRISBANE	0.4	-3.9	29/01/2013 10:35:00 AM
576 LOWER BOWEN TCE, NEWFARM, BRISBANE	0.6	-1.4	29/01/2013 11:00:00 AM
578  LOWER BOWEN TCE, NEWFARM, BRISBANE	0.1	-1.8	29/01/2013 11:00:00 AM
578 LOWER BOWEN TCE, NEWFARM, BRISBANE	0.5	-3.9	29/01/2013 11:00:00 AM
58 A ROSS ST, NEWSTEAD, BRISBANE	0.7	0.7	29/01/2013 11:00:00 AM
58 ANTON RD, HEMMANT, BRISBANE	0.9	-0.9	29/01/2013 11:00:00 AM
58 BAYFORD ST, OXLEY, BRISBANE	2.2	-4.5	29/01/2013 9:50:00 AM
58 BLACKMORE ST, WINDSOR, BRISBANE	0.1	-0.1	29/01/2013 11:00:00 AM
58 BOOLARRA ST, HEMMANT, BRISBANE	1.1	-0.3	29/01/2013 11:00:00 AM
58 BOTTICELLI ST, FIGTREEPOCKET, BRISBANE	1.4	-7.5	29/01/2013 9:15:00 AM
58 BOUNDARY ST, TINGALPA, BRISBANE	0.3	-0.6	29/01/2013 11:00:00 AM
58 BOWEN ST, WINDSOR, BRISBANE	0	-0.4	29/01/2013 11:00:00 AM
58 BRENTNALL ST, NORMANPARK, BRISBANE	0.2	-0.7	29/01/2013 11:00:00 AM
58 CARTWRIGHT ST, WINDSOR, BRISBANE	0.2	-0.7	29/01/2013 11:00:00 AM
58 CASSIA LANE, YERONGA, BRISBANE	3.7	-4.2	29/01/2013 10:05:00 AM
58 CLARENDON ST, EASTBRISBANE, BRISBANE	0.2	-0.9	29/01/2013 11:00:00 AM
58 DIXON ST, AUCHENFLOWER, BRISBANE	0.7	-7.8	29/01/2013 10:35:00 AM
58 DUMBARTON DR, KENMORE, BRISBANE	1.2	-6.6	29/01/2013 8:15:00 AM
58 ELLIOTT ST, HAWTHORNE, BRISBANE	0.1	-1.5	29/01/2013 11:00:00 AM
58 ESKER ST, PINKENBA, BRISBANE	0.5	-0.1	29/01/2013 11:00:00 AM
58 FOLEY RD, HEMMANT, BRISBANE	0.6	-0.2	29/01/2013 11:00:00 AM
58 GILLAN ST, NORMANPARK, BRISBANE	0.4	0.2	29/01/2013 11:00:00 AM
58 GLADSTONE ST, COORPAROO, BRISBANE	1	-2.8	29/01/2013 11:00:00 AM
58 HAIG RD, AUCHENFLOWER, BRISBANE	1.2	-3.6	29/01/2013 10:40:00 AM
58 HALL AVE, CORINDA, BRISBANE	4	-15.2	29/01/2013 9:50:00 AM
58 HALL ST, SHERWOOD, BRISBANE	1	-1.2	29/01/2013 9:50:00 AM
58 HOLT ST, PINKENBA, BRISBANE	2.2	-2	29/01/2013 11:00:00 AM
58 JAMIESON ST, BULIMBA, BRISBANE	0.6	-0.4	29/01/2013 11:00:00 AM
58 ROSEBERY TCE, CHELMER, BRISBANE	2.8	-6.7	29/01/2013 9:40:00 AM
58 SANDFORD ST, STLUCIA, BRISBANE	1.8	-7.6	29/01/2013 10:30:00 AM
58 SCENIC RD, KENMORE, BRISBANE	5.3	-10.5	29/01/2013 8:15:00 AM
58 SCRIVEN ST, MOUNTCROSBY, BRISBANE	7.7	-36.3	30/01/2013 3:35:00 AM
58 SERPENTINE RD, PINKENBA, BRISBANE	0.3	-0.2	29/01/2013 11:00:00 AM
58 SKYLINE DR, KHOLO, BRISBANE	1.3	-14.7	30/01/2013 2:35:00 AM
58 STUMERS RD, MOUNTCROSBY, BRISBANE	11.5	-29.3	30/01/2013 3:55:00 AM
58 TANDERRA WAY, KARANADOWNS, BRISBANE	2.1	-30.9	29/01/2013 2:25:00 PM
58 WELSBY ST, NEWFARM, BRISBANE	0.8	-0.5	29/01/2013 11:00:00 AM
58 WOODLAND ST, ASHGROVE, BRISBANE	0.2	-5.2	29/01/2013 11:00:00 AM
58 WYANDRA ST, NEWSTEAD, BRISBANE	1.7	-1.9	29/01/2013 11:00:00 AM
580 CORONATION DR, TOOWONG, BRISBANE	1.3	-3.2	29/01/2013 10:35:00 AM
582 LOWER BOWEN TCE, NEWFARM, BRISBANE	0.2	-3.8	29/01/2013 11:00:00 AM
586 LOWER BOWEN TCE, NEWFARM, BRISBANE	0.1	-4.6	29/01/2013 11:00:00 AM
586 MT CROSBY RD, ANSTEAD, BRISBANE	1.3	-41.3	29/01/2013 10:10:00 AM
59 A COLEBARD ST, ACACIARIDGE, BRISBANE	3.1	-16	29/01/2013 9:50:00 AM
59 ASHFIELD ST, EASTBRISBANE, BRISBANE	0.4	-1.4	29/01/2013 11:00:00 AM
59 ATKINSON DR, KARANADOWNS, BRISBANE	10.2	-12.7	29/01/2013 8:55:00 PM
59 BANNERMAN ST, OXLEY, BRISBANE	1.6	-5.9	29/01/2013 9:50:00 AM
59 BOOLARRA ST, HEMMANT, BRISBANE	2.1	-0.2	29/01/2013 11:00:00 AM
59 BRISBANE CSO, FAIRFIELD, BRISBANE	4	-2.7	29/01/2013 10:15:00 AM
59 BYRON ST, BULIMBA, BRISBANE	1	-1.2	29/01/2013 11:00:00 AM
59 BYRON ST, BULIMBA, BRISBANE	2.2	0.3	29/01/2013 11:00:00 AM
59 CARR ST, BULIMBA, BRISBANE	0.1	-2.1	29/01/2013 11:00:00 AM
59 CASTLEMAINE ST, MILTON, BRISBANE	0.1	-1.4	29/01/2013 10:40:00 AM
59 CLARENCE ST, COORPAROO, BRISBANE	0.7	-2.1	29/01/2013 11:00:00 AM
59 DOLLIS ST, ROCKLEA, BRISBANE	2.5	-4.6	29/01/2013 9:50:00 AM
59 ESKER ST, PINKENBA, BRISBANE	0.5	0	29/01/2013 11:00:00 AM
59 FOLEY RD, HEMMANT, BRISBANE	0.4	-0.3	29/01/2013 11:00:00 AM
59 GARDENS POINT RD, BRISBANECITY, BRISBANE	2.3	-1.7	29/01/2013 10:50:00 AM
59 GILLAN ST, NORMANPARK, BRISBANE	2.2	-0.5	29/01/2013 11:00:00 AM
59 HALL ST, SHERWOOD, BRISBANE	0.9	-1.5	29/01/2013 9:50:00 AM
59 ILLAWONG WAY, KARANADOWNS, BRISBANE	13.3	-12.7	29/01/2013 7:55:00 PM
59 KIANAWAH RD, HEMMANT, BRISBANE	1.4	-1.9	29/01/2013 11:00:00 AM
59 KOORINGAL DR, JINDALEE, BRISBANE	3.5	-6.2	29/01/2013 8:45:00 AM
59 LATHER RD, BELLBOWRIE, BRISBANE	4.4	-15.4	29/01/2013 6:50:00 AM
59 LOFTER ST, TENNYSON, BRISBANE	3.8	-13.5	29/01/2013 9:50:00 AM
59 MCBRIDE RD, PINKENBA, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM
59 MCCONNELL ST, BULIMBA, BRISBANE	0.5	-1.7	29/01/2013 11:00:00 AM
59 MOLONGA TCE, GRACEVILLE, BRISBANE	4.1	-7.5	29/01/2013 9:25:00 AM
59 MT OMMANEY DR, JINDALEE, BRISBANE	3.9	-6.5	29/01/2013 8:45:00 AM
59 NARIEL ST, ALBION, BRISBANE	0.3	-0.4	29/01/2013 11:00:00 AM
59 NORTH RD, WYNNUMWEST, BRISBANE	0.3	-17.7	29/01/2013 11:00:00 AM
59 NORTHEY ST, WINDSOR, BRISBANE	0.2	-0.7	29/01/2013 11:00:00 AM
59 PICOT ST, KELVINGROVE, BRISBANE	0.2	-11.6	29/01/2013 11:00:00 AM
59 SALISBURY ST, WOOLLOONGABBA, BRISBANE	0.2	-2.4	29/01/2013 11:00:00 AM
59 SANDFORD ST, STLUCIA, BRISBANE	0.4	-4.1	29/01/2013 10:30:00 AM
59 SMALLMAN ST, BULIMBA, BRISBANE	0.1	-0.9	29/01/2013 11:00:00 AM
59 SUCCESS ST, ACACIARIDGE, BRISBANE	1.4	-8.1	29/01/2013 9:50:00 AM
59 WENDOUREE CRES, WESTLAKE, BRISBANE	5.5	-7	29/01/2013 7:40:00 AM
590 CORONATION DR, TOOWONG, BRISBANE	3.3	-6.6	29/01/2013 10:35:00 AM
590 LOWER BOWEN TCE, NEWFARM, BRISBANE	0	-1.7	29/01/2013 11:00:00 AM
6  REDCAR ST, BULIMBA, BRISBANE	0	-0.1	29/01/2013 11:00:00 AM
6 A BIMBIL ST, ALBION, BRISBANE	0.9	0.3	29/01/2013 11:00:00 AM
6 A MARIE ST, BALMORAL, BRISBANE	0	-0.3	29/01/2013 11:00:00 AM
6 ALBANY ST, WINDSOR, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM
6 B HOWARD SMITH DR, PORTOFBRISBANE, BRISBANE	2.2	-2.2	29/01/2013 11:00:00 AM
6 BIMBIL ST, ALBION, BRISBANE	0.9	-1.1	29/01/2013 11:00:00 AM
6 BYRES ST, NEWSTEAD, BRISBANE	0.1	-0.3	29/01/2013 11:00:00 AM
6 CORELLA ST, ROCKLEA, BRISBANE	0.2	-1.3	29/01/2013 9:50:00 AM
6 ERNCROFT PL, ROCKLEA, BRISBANE	2.9	-3.6	29/01/2013 9:50:00 AM
6 FLOWER ST, WOOLLOONGABBA, BRISBANE	0.1	-0.4	29/01/2013 11:00:00 AM
6 GARTRELL ST, ALBION, BRISBANE	0.5	-0.8	29/01/2013 11:00:00 AM
6 GOLF LINKS RD, ROCKLEA, BRISBANE	0.6	-1	29/01/2013 9:50:00 AM
6 GORDON ST, NEWSTEAD, BRISBANE	0.6	-0.2	29/01/2013 11:00:00 AM
6 HEUSSLER TCE, MILTON, BRISBANE	0.1	-0.8	29/01/2013 10:40:00 AM
6 HOWARD SMITH DR, PORTOFBRISBANE, BRISBANE	2.1	-5.6	29/01/2013 11:00:00 AM
6 INDOOROOPILLY ST, DUTTONPARK, BRISBANE	2.8	-10.2	29/01/2013 10:20:00 AM
6 JINGARA CT, KARANADOWNS, BRISBANE	11.8	-17.6	29/01/2013 5:10:00 PM
6 KINGSLEY PDE, YERONGA, BRISBANE	0.2	-0.6	29/01/2013 10:10:00 AM
6 LAND ST, TOOWONG, BRISBANE	0.2	-1.9	29/01/2013 10:35:00 AM
6 LAWSON ST, OXLEY, BRISBANE	0.2	-1.3	29/01/2013 9:50:00 AM
6 MARIE ST, BALMORAL, BRISBANE	0.1	-0.3	29/01/2013 11:00:00 AM
6 MAURICE ST, WINDSOR, BRISBANE	0.1	-0.2	29/01/2013 11:00:00 AM
6 NINGANA ST, FIGTREEPOCKET, BRISBANE	0.7	-1.7	29/01/2013 9:25:00 AM
6 REDCAR ST, BULIMBA, BRISBANE	0.1	-0.4	29/01/2013 11:00:00 AM
6 RIVERBEND PL, BULIMBA, BRISBANE	0.1	-1.3	29/01/2013 11:00:00 AM
6 SETTLERS ST, CARINDALE, BRISBANE	1.4	-5.4	29/01/2013 11:00:00 AM
6 SHOEBURY ST, ROCKLEA, BRISBANE	0.6	-0.8	29/01/2013 9:50:00 AM
6 VANE ST, TINGALPA, BRISBANE	0.1	-2.5	29/01/2013 11:00:00 AM
6 VERNEY RD, GRACEVILLE, BRISBANE	2	-9.9	29/01/2013 9:30:00 AM
6 WENDELL ST, NORMANPARK, BRISBANE	2.5	-3.6	29/01/2013 11:00:00 AM
60  CASWELL ST, EASTBRISBANE, BRISBANE	0.1	-1.4	29/01/2013 11:00:00 AM
60  CASWELL ST, EASTBRISBANE, BRISBANE	0.2	-1.9	29/01/2013 11:00:00 AM
60 A FERRY RD, WESTEND, BRISBANE	0.5	-3.9	29/01/2013 10:35:00 AM
60 ALBERT ST, BRISBANECITY, BRISBANE	0.1	-1.8	29/01/2013 10:55:00 AM
60 AVONMORE ST, MOGGILL, BRISBANE	7.6	-9.2	29/01/2013 5:55:00 AM
60 BOTTICELLI ST, FIGTREEPOCKET, BRISBANE	1.4	-7.7	29/01/2013 9:15:00 AM
60 BRENTNALL ST, NORMANPARK, BRISBANE	0.6	-1.3	29/01/2013 11:00:00 AM
60 CAMBRIDGE ST, ROCKLEA, BRISBANE	2.1	0	29/01/2013 9:50:00 AM
60 CARTWRIGHT ST, WINDSOR, BRISBANE	0.4	-0.8	29/01/2013 11:00:00 AM
60 CASWELL ST, EASTBRISBANE, BRISBANE	1.4	-2.9	29/01/2013 11:00:00 AM
60 CLARENDON ST, EASTBRISBANE, BRISBANE	0.7	0	29/01/2013 11:00:00 AM
60 EDMONDSTONE RD, BOWENHILLS, BRISBANE	0.6	-1	29/01/2013 11:00:00 AM
60 EVESHAM ST, YEERONGPILLY, BRISBANE	1.6	-4	29/01/2013 9:50:00 AM
60 FARRER ST, PINKENBA, BRISBANE	0.9	-2	29/01/2013 11:00:00 AM
60 FISHER ST, EASTBRISBANE, BRISBANE	0	-2.5	29/01/2013 11:00:00 AM
60 GREGG ST, PINKENBA, BRISBANE	0.6	-2.9	29/01/2013 11:00:00 AM
60 HAIG RD, AUCHENFLOWER, BRISBANE	0.5	-3.5	29/01/2013 10:40:00 AM
60 HAWKESBURY RD, MOGGILL, BRISBANE	10.3	-18.5	29/01/2013 3:25:00 AM
60 JAMIESON ST, BULIMBA, BRISBANE	0.4	-0.5	29/01/2013 11:00:00 AM
60 KINGSFORD SMITH DR, ALBION, BRISBANE	0.5	-1.8	29/01/2013 11:00:00 AM
60 KURILPA ST, WESTEND, BRISBANE	3.2	-3.3	29/01/2013 10:35:00 AM
60 LATHER RD, BELLBOWRIE, BRISBANE	5	-9.7	29/01/2013 7:15:00 AM
60 LOGAN AVE, OXLEY, BRISBANE	3.9	-0.4	29/01/2013 9:50:00 AM
60 LUKE ST, LYTTON, BRISBANE	0.5	-3.1	29/01/2013 11:00:00 AM
60 MCBRIDE RD, PINKENBA, BRISBANE	0.2	0	29/01/2013 11:00:00 AM
60 MORLEY ST, COORPAROO, BRISBANE	1.9	-4.9	29/01/2013 11:00:00 AM
60 NORTH RD, WYNNUMWEST, BRISBANE	0.3	-4	29/01/2013 11:00:00 AM
60 QUAY ST, BULIMBA, BRISBANE	0.3	-2.3	29/01/2013 11:00:00 AM
60 RAMADA PL, FIGTREEPOCKET, BRISBANE	3.7	-4.1	29/01/2013 9:25:00 AM
60 RIVERSIDE PL, MORNINGSIDE, BRISBANE	0.2	-1.1	29/01/2013 11:00:00 AM
60 SKYRING TCE, NEWSTEAD, BRISBANE	1.7	-2.9	29/01/2013 11:00:00 AM
60 SMALLMAN ST, BULIMBA, BRISBANE	0.1	-0.3	29/01/2013 11:00:00 AM
60 TANDERRA WAY, KARANADOWNS, BRISBANE	0.6	-18.1	29/01/2013 2:25:00 PM
60 TAYLOR ST, BULIMBA, BRISBANE	0.2	-0.2	29/01/2013 11:00:00 AM
60 THOMAS MACLEOD AVE, SINNAMONPARK, BRISBANE	5	-7.9	29/01/2013 9:05:00 AM
60 VICTORIA ST, WINDSOR, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM
60 WELSBY ST, NEWFARM, BRISBANE	0.3	-0.3	29/01/2013 11:00:00 AM
60 WITHINGTON ST, EASTBRISBANE, BRISBANE	0	-2.3	29/01/2013 11:00:00 AM
60 YALLAMBEE RD, JINDALEE, BRISBANE	5.3	-7.1	29/01/2013 8:45:00 AM
600 CORONATION DR, TOOWONG, BRISBANE	2.6	-12.1	29/01/2013 10:30:00 AM
61 A BUTTERFIELD ST, HERSTON, BRISBANE	1.1	-0.1	29/01/2013 11:00:00 AM
61 ASHFIELD ST, EASTBRISBANE, BRISBANE	0.4	-1.7	29/01/2013 11:00:00 AM
61 ATKINSON DR, KARANADOWNS, BRISBANE	9.5	-13.1	29/01/2013 8:55:00 PM
61 BANNERMAN ST, OXLEY, BRISBANE	1.7	-5.9	29/01/2013 9:50:00 AM
61 BOWHILL RD, WILLAWONG, BRISBANE	1.9	-7.4	29/01/2013 9:50:00 AM
61 BRISBANE CSO, FAIRFIELD, BRISBANE	0.8	-2.7	29/01/2013 10:15:00 AM
61 DIDSBURY ST, EASTBRISBANE, BRISBANE	0.8	-1.5	29/01/2013 11:00:00 AM
61 GERTRUDE MCLEOD CRES, MOUNTOMMANEY, BRISBANE	5.5	-16.5	29/01/2013 8:00:00 AM
61 GILLAN ST, NORMANPARK, BRISBANE	2.3	-0.3	29/01/2013 11:00:00 AM
61 GRANTSON ST, WINDSOR, BRISBANE	0.2	-2.4	29/01/2013 11:00:00 AM
61 HALL ST, SHERWOOD, BRISBANE	0.3	-1.8	29/01/2013 9:50:00 AM
61 ILLAWONG WAY, KARANADOWNS, BRISBANE	13	-12.8	29/01/2013 7:55:00 PM
61 JOSLING ST, TOOWONG, BRISBANE	0.2	-1.3	29/01/2013 10:30:00 AM
61 KING ARTHUR TCE, TENNYSON, BRISBANE	3.9	-11.8	29/01/2013 9:50:00 AM
61 KINTYRE ST, BROOKFIELD, BRISBANE	0.1	-25.5	29/01/2013 8:15:00 AM
61 KOORINGAL DR, JINDALEE, BRISBANE	4	-6.5	29/01/2013 8:45:00 AM
61 LEGEYT ST, WINDSOR, BRISBANE	1.2	-11.6	29/01/2013 11:00:00 AM
61 LONGMAN TCE, CHELMER, BRISBANE	4	-5	29/01/2013 9:35:00 AM
61 MAIN BEACH RD, PINKENBA, BRISBANE	0.1	-2.6	29/01/2013 11:00:00 AM
61 MELBOURNE ST, ROCKLEA, BRISBANE	1.2	-1.2	29/01/2013 9:50:00 AM
61 METROPLEX AVE, MURARRIE, BRISBANE	0.2	-6.7	29/01/2013 11:00:00 AM
61 MT OMMANEY DR, JINDALEE, BRISBANE	3.5	-7.5	29/01/2013 8:45:00 AM
61 MUSGRAVE RD, COOPERSPLAINS, BRISBANE	1	-3.5	29/01/2013 9:50:00 AM
61 NARIEL ST, ALBION, BRISBANE	0.3	-0.2	29/01/2013 11:00:00 AM
61 RANDLE RD, PINKENBA, BRISBANE	0.4	-1.7	29/01/2013 11:00:00 AM
61 ROBERTSON PL, FIGTREEPOCKET, BRISBANE	1.1	-15.3	29/01/2013 9:05:00 AM
61 ROSECLIFFE ST, HIGHGATEHILL, BRISBANE	3.1	-21.2	29/01/2013 10:20:00 AM
61 SALISBURY ST, WOOLLOONGABBA, BRISBANE	0.4	-1.9	29/01/2013 11:00:00 AM
61 SMALLMAN ST, BULIMBA, BRISBANE	0.4	0	29/01/2013 11:00:00 AM
61 SUTTON ST, CHELMER, BRISBANE	2.4	-4.5	29/01/2013 9:30:00 AM
61 UNWIN ST, PINKENBA, BRISBANE	0.1	-1.1	29/01/2013 11:00:00 AM
61 VICTORIA ST, WINDSOR, BRISBANE	0.4	-0.8	29/01/2013 11:00:00 AM
61 VIOLET ST, HEMMANT, BRISBANE	0.1	-0.6	29/01/2013 11:00:00 AM
619 BEAUDESERT RD, ROCKLEA, BRISBANE	3	-1.6	29/01/2013 9:50:00 AM
619 BEAUDESERT RD, ROCKLEA, BRISBANE	3	-2.1	29/01/2013 9:50:00 AM
619 BEAUDESERT RD, ROCKLEA, BRISBANE	3.1	-1.6	29/01/2013 9:50:00 AM
62 BAYFORD ST, OXLEY, BRISBANE	1.7	-4.8	29/01/2013 9:50:00 AM
62 BLACKMORE ST, WINDSOR, BRISBANE	0	-0.4	29/01/2013 11:00:00 AM
62 BLUNDER RD, OXLEY, BRISBANE	2.8	-2	29/01/2013 9:50:00 AM
62 BOTTICELLI ST, FIGTREEPOCKET, BRISBANE	0.9	-7.7	29/01/2013 9:15:00 AM
62 BOUNDARY ST, TINGALPA, BRISBANE	0.4	-0.4	29/01/2013 11:00:00 AM
62 BOWEN ST, WINDSOR, BRISBANE	0.1	-0.3	29/01/2013 11:00:00 AM
62 CLARENDON ST, EASTBRISBANE, BRISBANE	0.6	-0.1	29/01/2013 11:00:00 AM
62 COLWEL ST, OXLEY, BRISBANE	3.1	-0.9	29/01/2013 9:50:00 AM
62 FOLEY RD, HEMMANT, BRISBANE	0.5	-0.3	29/01/2013 11:00:00 AM
62 HALL ST, SHERWOOD, BRISBANE	1.3	-0.2	29/01/2013 9:50:00 AM
62 HYDE RD, YERONGA, BRISBANE	0.2	-2.4	29/01/2013 10:10:00 AM
62 JAMIESON ST, BULIMBA, BRISBANE	0.4	-0.5	29/01/2013 11:00:00 AM
62 QUAY ST, BULIMBA, BRISBANE	1	-2.3	29/01/2013 11:00:00 AM
62 RAGNOR RD, HEMMANT, BRISBANE	0.4	-0.9	29/01/2013 11:00:00 AM
62 ROSEBERY TCE, CHELMER, BRISBANE	0.6	-7	29/01/2013 9:40:00 AM
62 ROSS ST, NEWSTEAD, BRISBANE	1.9	0.1	29/01/2013 11:00:00 AM
62 SCENIC RD, KENMORE, BRISBANE	5.3	-8.9	29/01/2013 8:15:00 AM
62 SERPENTINE RD, PINKENBA, BRISBANE	0.4	0	29/01/2013 11:00:00 AM
62 SMALLMAN ST, BULIMBA, BRISBANE	0.2	-0.2	29/01/2013 11:00:00 AM
62 STUART ST, BULIMBA, BRISBANE	0.3	-0.3	29/01/2013 11:00:00 AM
62 TAYLOR ST, BULIMBA, BRISBANE	0.3	-0.2	29/01/2013 11:00:00 AM
62 TERRIGAL ST, FIGTREEPOCKET, BRISBANE	1.3	-13	29/01/2013 9:25:00 AM
62 UPLAND RD, STLUCIA, BRISBANE	2.6	-14.6	29/01/2013 10:10:00 AM
62 VICTORIA ST, WINDSOR, BRISBANE	0.4	-0.1	29/01/2013 11:00:00 AM
62 WELSBY ST, NEWFARM, BRISBANE	0.2	-0.4	29/01/2013 11:00:00 AM
62 WITHINGTON ST, EASTBRISBANE, BRISBANE	0	-2.4	29/01/2013 11:00:00 AM
62 WYNNUM RD, NORMANPARK, BRISBANE	1.1	-5.4	29/01/2013 11:00:00 AM
626 JESMOND RD, FIGTREEPOCKET, BRISBANE	4.5	-13.1	29/01/2013 9:25:00 AM
63 A CONSORT ST, CORINDA, BRISBANE	2.3	-36.9	29/01/2013 9:15:00 AM
63 ASHFIELD ST, EASTBRISBANE, BRISBANE	0.3	-1.9	29/01/2013 11:00:00 AM
63 ATKINSON DR, KARANADOWNS, BRISBANE	12	-13	29/01/2013 8:55:00 PM
63 B ROTHERHAM ST, KANGAROOPOINT, BRISBANE	2.8	-0.3	29/01/2013 11:00:00 AM
63 BANCROFT RD, PINKENBA, BRISBANE	1.4	-3.3	29/01/2013 11:00:00 AM
63 BANNERMAN ST, OXLEY, BRISBANE	1.4	-5.7	29/01/2013 9:50:00 AM
63 BILLAGALL DR, KARANADOWNS, BRISBANE	10.9	-42	29/01/2013 2:25:00 PM
63 BRENTNALL ST, NORMANPARK, BRISBANE	0.1	-0.9	29/01/2013 11:00:00 AM
63 BRISBANE CSO, FAIRFIELD, BRISBANE	0.9	-3	29/01/2013 10:15:00 AM
63 BURLINGTON ST, EASTBRISBANE, BRISBANE	0.2	-2.1	29/01/2013 11:00:00 AM
